# Combined results from the directory RESULTS/primary/GqqN1/results/
# M1	M2	r
2066	40	0.66801517831
2066	90	0.649442216985
2066	130	0.651130410531
2066	750	0.493961001093
2066	200	0.66801517831
2066	400	0.597697336351
2066	780	0.451719756519
2066	600	0.561891128699
2066	520	0.594394451614
2066	560	0.586266745538
2066	240	0.650004942368
2066	360	0.608941731016
2066	320	0.628625524719
2066	440	0.639760024142
2066	680	0.51659305654
2066	480	0.602523366123
2066	160	0.63143811261
2066	720	0.479022016463
2066	10	0.677585452374
2066	820	0.426994752946
2066	640	0.51317613847
2066	860	0.369518902313
2066	900	0.325748163664
2066	290	0.677022451082
2066	50	0.646065986929
2066	790	0.432108820902
2066	690	0.500365083516
2066	760	0.464941836863
2066	410	0.593200309082
2066	210	0.656758097382
2066	570	0.566166719206
2066	610	0.546929451542
2066	530	0.594822259305
2066	370	0.620188678913
2066	250	0.612315550422
2066	450	0.623920847222
2066	330	0.638188939057
2066	730	0.456837421879
2066	490	0.616644809078
2066	170	0.659572155544
2066	870	0.34698636
2066	910	0.342312320369
2066	830	0.369518902313
2066	650	0.531545133731
2066	940	0.172352432601
2066	800	0.415916974442
2066	980	0.17319713232
2066	770	0.467501487656
2083	50	0.617096070741
2083	90	0.605216513733
2083	130	0.586111740882
2066	920	0.170803941111
2066	880	0.346561410283
2083	170	0.619162356285
2083	330	0.592823394626
2083	10	0.661538438281
2083	290	0.615546409738
2083	250	0.626394988133
2083	810	0.394543193324
2083	410	0.555147087165
2083	370	0.553083515123
2083	450	0.570932249532
2083	490	0.572896002239
2083	210	0.617096070741
2066	810	0.418899083977
2066	840	0.401436430842
2083	530	0.553261750648
2066	990	0.167003794577
2066	950	0.16770744977
2066	890	0.352511370596
2066	930	0.181364965767
2083	570	0.532065219744
2083	180	0.627428300916
2083	60	0.635695510977
2083	100	0.61348026626
2083	140	0.605216513733
2083	610	0.522647489345
2083	340	0.5814657511
2083	300	0.591790773053
2083	820	0.393370046796
2083	260	0.606765866521
2083	420	0.541735583114
2083	380	0.565466356157
2083	500	0.541092267004
2083	460	0.586251397127
2083	20	0.605216513733
2083	650	0.476372042205
2066	1000	0.159125287868
2083	220	0.5850792603
2066	850	0.381005100503
2083	540	0.558365948169
2083	690	0.474020387412
2083	730	0.45482038047
2083	190	0.607282327841
2083	580	0.521862762808
2066	960	0.17699886478
2083	70	0.626394988133
2083	110	0.611930712267
2083	150	0.612963743146
2083	620	0.478723831827
2083	350	0.563402316205
2083	830	0.381250180255
2083	310	0.591790773053
2083	390	0.554115289287
2083	660	0.482251766948
2083	510	0.554832219141
2083	270	0.600052344123
2083	430	0.557726685185
2083	470	0.559151254008
2083	0	0.612447225146
2083	700	0.469317486246
2083	740	0.43563000145
2083	30	0.610381204418
2083	230	0.614513327808
2083	200	0.588176767525
2083	550	0.55954391137
2083	770	0.421146066125
2083	80	0.602634363386
2083	120	0.627428300916
2083	590	0.531672777349
2083	160	0.603150782995
2066	970	0.168411139587
2083	670	0.485780000034
2083	710	0.470493160174
2083	750	0.428191556623
2083	840	0.367572465154
2083	320	0.554115289287
2083	630	0.475196197894
2083	400	0.574755668438
2083	280	0.599535956073
2083	480	0.525750371017
2083	440	0.588215697743
2083	520	0.565041423691
2083	850	0.371088965977
2083	360	0.570626857829
2083	890	0.316441476615
2083	930	0.29539719327
2083	240	0.622261935672
2083	40	0.60211794902
2083	560	0.537559746148
2083	720	0.459913345814
2083	760	0.439154015572
2083	780	0.421928827284
2083	680	0.493229456441
2083	860	0.3546824686
2083	600	0.515585424809
2100	80	0.595498268233
2100	40	0.594074692178
2100	0	0.576520507482
2083	640	0.485780000034
2083	940	0.283325993028
2083	970	0.159182250001
2100	320	0.561343505036
2100	360	0.568457135436
2100	120	0.567034325455
2100	160	0.585059622807
2100	240	0.568931414692
2100	280	0.545697279298
2100	400	0.538113142515
2100	200	0.582687500832
2083	900	0.313712351695
2100	480	0.535355993647
2100	520	0.50939520263
2100	560	0.493897576219
2083	870	0.344921481885
2100	440	0.496897583517
2083	790	0.402365295779
2100	640	0.46796010557
2100	600	0.485970600442
2083	950	0.299292692468
2100	90	0.583161916323
2100	50	0.604040536804
2100	680	0.481287146572
2100	10	0.571777187077
2083	980	0.147818617585
2100	490	0.534634677109
2100	330	0.549015736098
2100	530	0.510116147999
2100	370	0.543327100255
2100	290	0.536691258971
2100	250	0.559920905586
2100	170	0.583161916323
2100	130	0.574148790279
2100	210	0.565137310522
2100	410	0.517263466548
2100	720	0.422968966423
2083	910	0.317611203924
2083	880	0.335164248073
2100	570	0.506151084922
2083	960	0.157761262761
2100	650	0.453557296216
2083	800	0.396889619403
2100	450	0.529108649453
2100	610	0.493176884012
2100	100	0.58031549042
2100	500	0.519849975675
2100	60	0.595972802236
2100	540	0.53030699377
2100	690	0.448157574797
2083	990	0.147560470274
2100	20	0.587906315509
2100	380	0.530530289348
2100	340	0.536217307848
2100	300	0.550438005026
2100	260	0.549963910525
2100	180	0.560869300498
2100	140	0.581264281154
2100	420	0.595620163992
2100	220	0.554705073073
2100	580	0.525258501997
2083	920	0.317611203924
2100	730	0.421530137696
2100	760	0.408583327659
2100	800	0.383782575826
2100	550	0.522373880442
2100	510	0.504709326876
2100	660	0.460037929111
2100	620	0.484169212714
2100	840	0.363309881417
2100	110	0.584585189519
2100	70	0.576520507482
2100	460	0.514421112554
2100	590	0.480926901719
2100	350	0.549015736098
2100	390	0.540957044802
2100	270	0.539061089957
2100	190	0.595972802236
2100	310	0.539061089957
2100	770	0.394922597646
2100	430	0.500212266075
2100	150	0.574623124622
2100	230	0.557550001194
2083	1000	0.156857075229
2100	30	0.595972802236
2100	700	0.444198252817
2100	740	0.427285798128
2100	810	0.394922597646
2100	880	0.328504792563
2100	960	0.151247440737
2100	920	0.305567121893
2100	670	0.460758063689
2100	630	0.471201432521
2100	850	0.357924718345
1811	530	1.39007254102
2100	780	0.393484956477
2100	1000	0.145078872605
2100	470	0.562412573384
2100	930	0.286231881362
2100	970	0.145909084068
1811	330	1.69038765294
1811	570	1.27648617946
1811	610	1.12683818619
1811	490	1.50694599286
1811	690	0.993195420431
1811	370	1.73153923112
1811	410	1.65241257423
1811	450	1.62552014535
1811	650	1.14572570275
2100	820	0.387375702158
1811	290	1.76161913073
2100	710	0.433042369419
1811	210	1.85189561883
2100	750	0.412179179504
1811	250	1.8091263377
1811	730	0.527864652616
2100	890	0.322409792627
2100	790	0.369773414822
2100	860	0.338188174082
1811	540	1.41691059102
2100	980	0.143655781155
2100	940	0.287305589091
1811	850	0.440930322478
2100	830	0.376597577862
1811	810	0.471099281053
1811	580	1.21974562881
1811	500	1.48008566614
1811	770	0.504419241554
1811	620	1.14100338279
1811	380	1.68247529555
1811	340	1.68247529555
1811	700	0.531512928684
1811	460	1.52907097544
1811	660	1.06863222464
1811	420	1.56859016666
1811	740	0.526301203599
1811	300	1.8328855815
1811	220	1.8281334373
1811	890	0.382237927727
1811	260	1.69671786905
2100	900	0.307000055388
2100	990	0.145671875208
2100	950	0.27943308025
1811	550	1.28279293854
1811	970	0.352244015341
2100	870	0.341058032251
1811	860	0.391059885582
1811	750	0.523174483094
1811	510	1.37902361744
1811	590	1.25599228147
1811	710	0.55080186783
1811	630	1.08121327669
1811	390	1.62077500124
1811	470	1.55594261175
1811	350	1.59705192816
1811	670	0.592535897463
1811	430	1.52432955443
1811	820	0.447169920168
1828	40	1.8178487195
1811	780	0.487755503616
1811	310	1.77111934853
1811	230	1.77270277823
1811	900	0.38068142272
1811	270	1.79803996472
2100	910	0.322409792627
1828	160	1.74549350238
1828	200	1.67172721112
1811	980	0.341032255647
1828	240	1.83521894499
1811	560	1.31591055115
1811	760	0.524216696873
1811	870	0.371863034033
1811	520	1.45639071592
1811	600	1.19296462362
1811	720	0.545587793304
1811	400	1.57965785156
1811	680	1.0371896977
1811	360	1.66823421753
1811	640	1.14415156369
1811	480	1.59547054828
1811	440	1.49904523879
1811	830	0.42273858202
1828	280	1.76140872424
1828	50	1.72957997172
1811	320	1.7774531699
1811	790	0.470058525422
1828	210	1.73970656709
1811	240	1.81704567407
1828	170	1.8207436261
1811	910	0.334550848638
1811	990	0.317604959435
1828	250	1.74260000671
1811	280	1.79170526254
1828	320	1.64714693328
1828	400	1.53875838372
1811	880	0.373418994594
1828	360	1.60378076018
1828	480	1.35688413236
1828	440	1.48243312519
1828	220	1.75851492276
1828	180	1.65148431257
1828	720	0.485198432721
1828	800	0.451432851019
1828	760	0.458563783737
1828	520	1.29200378948
1828	640	1.07607364981
1828	600	1.12209089146
1828	680	0.53280551279
1828	560	1.24733381801
1811	840	0.41598443385
1828	290	1.6775114347
1828	60	1.74549350238
1811	800	0.467977107179
1811	1000	0.329825198877
1828	260	1.6630513228
1828	880	0.374520813992
1828	840	0.426723943922
1811	920	0.318505584074
1828	410	1.52286912336
1828	330	1.68184975798
1828	230	1.71511461246
1828	190	1.67606535654
1828	920	0.313436134518
1828	490	1.35976867416
1828	370	1.59366401486
1828	450	1.43190776625
1828	960	0.278004479179
1828	810	0.415801058287
1828	730	0.499474715643
1828	770	0.471878695697
1828	690	0.53756917226
1828	650	1.11346053027
1828	530	1.27470965549
1828	570	1.21564579785
1828	610	1.15374367436
1828	300	1.63558125939
1828	70	1.81350645841
1828	270	1.64714693328
1828	1000	0.340169581529
1845	30	1.70195493186
1845	70	1.61035286824
1828	890	0.347036340957
1828	850	0.391120513463
1828	420	1.52431351672
1845	110	1.66079320361
1828	340	1.72234711394
1845	190	1.56391088898
1828	500	1.34967313185
1845	270	1.48698604056
1845	230	1.55595101961
1828	970	0.288862832383
1845	150	1.65548285458
1828	380	1.57632284724
1828	930	0.330466336405
1828	460	1.47088251488
1828	820	0.417225563639
1828	740	0.514232227584
1828	780	0.462843038384
1828	700	0.53280551279
1828	660	1.06744859189
1828	540	1.29344510917
1828	580	1.18972775269
1828	620	1.07319851666
1845	310	1.55595101961
1845	80	1.62760674826
1828	310	1.69197302797
1828	430	1.49398487145
1845	0	1.68336434495
1845	40	1.63955298313
1845	120	1.73117333955
1828	900	0.343721369423
1828	860	0.397288674173
1845	240	1.57319800671
1845	280	1.50820203815
1828	350	1.61678914226
1828	510	1.35544189174
1845	200	1.59840913087
1828	980	0.315657217068
1845	320	1.5493181626
1828	390	1.50698192785
1828	470	1.40737505959
1828	940	0.312963274775
1845	160	1.55727763118
1828	830	0.376891568736
1828	750	0.46950067322
1828	790	0.470451863679
1828	710	0.536140020718
1828	670	1.03152209227
1828	550	1.26174114239
1845	90	1.66344845108
1828	590	1.12065243103
1828	630	1.10051681053
1845	130	1.67938095025
1845	510	1.30548229899
1845	50	1.58779334899
1845	250	1.61035286824
1845	290	1.59575510798
1845	10	1.64751769755
1828	910	0.325734336467
1845	590	1.14148079455
1845	550	1.18245329581
1828	870	0.364566020326
1845	630	0.965939376188
1845	330	1.46842504002
1828	990	0.313176252728
1845	210	1.61566152713
1845	100	1.58912027647
1845	710	0.490029490638
1845	140	1.59310113662
1845	670	1.01868904657
1845	750	0.467751821387
1845	520	1.24460919221
1828	950	0.357869285536
1845	170	1.60637150749
1845	260	1.53207431354
1845	300	1.5586042561
1845	990	0.317432966115
1845	870	0.382266817058
1845	830	0.38139573375
1845	950	0.298781553794
1862	60	1.53447032327
1862	100	1.49695412076
1862	20	1.54052231093
1845	910	0.323100006893
1845	790	0.441123287538
1845	60	1.6196431542
1845	340	1.54003272824
1862	460	1.29021616272
1845	20	1.67406992474
1845	600	1.14676645586
1845	560	1.16923421595
1862	140	1.48122471763
1845	640	1.02132759761
1845	220	1.62627945121
1862	180	1.44614305862
1845	720	0.472555730664
1845	530	1.28695171267
1862	220	1.56715424249
1845	680	0.981759924439
1862	260	1.45702942035
1862	340	1.44009549375
1862	300	1.3953528969
1845	1000	0.31600901264
1845	880	0.332226583114
1845	960	0.271026515233
1845	840	0.394464784778
1845	760	0.449851788113
1862	70	1.4691264903
1845	920	0.348750548316
1862	30	1.48122471763
1862	110	1.48122471763
1845	180	1.51615896471
1845	800	0.429343307251
1862	420	1.326458849
1862	500	1.23225429149
1862	380	1.37963654092
1862	470	1.23104711123
1845	610	1.08600210046
1862	150	1.50421448889
1845	570	1.22609025086
1862	580	1.09714852003
1862	190	1.48001484321
1862	540	1.19242537649
1862	230	1.59015865294
1845	540	1.21154225379
1845	650	1.07807976
1845	730	0.844784077376
1862	310	1.50179432132
1862	350	1.45581977756
1862	270	1.47517546016
1845	690	0.902696735639
1845	890	0.330922558956
1845	970	0.282296847532
1862	0	1.55867988721
1845	850	0.389236450294
1862	510	1.22259727027
1845	930	0.297479606063
1862	80	1.51631599549
1862	40	1.50058425434
1862	120	1.55504817961
1845	770	0.418003556282
1845	810	0.430215757623
1862	430	1.3337088535
1862	200	1.49090412352
1862	480	1.23587592201
1862	620	1.00439035912
1845	620	1.07279865599
1862	390	1.36150495107
1862	160	1.47033626118
1862	240	1.51994666353
1845	580	1.06883806939
1862	590	1.10076469105
1862	320	1.43162940384
1862	360	1.37842767883
1862	550	1.20207933172
1862	660	0.955047507226
1845	740	0.440686919628
1845	660	1.01473140617
1862	520	1.17915283155
1845	900	0.337008640867
1845	980	0.300066181114
1845	860	0.37399263115
1862	280	1.48364450076
1862	10	1.50784482407
1845	940	0.281863239072
1845	700	0.490466432814
1862	90	1.51510579489
1862	50	1.52115690825
1862	130	1.5465745685
1862	210	1.54536409547
1845	780	0.439377848917
1845	820	0.412335176532
1862	250	1.49211410037
1862	440	1.34337627217
1862	490	1.17915283155
1862	330	1.42800125961
1862	370	1.33975089074
1862	670	0.910549858946
1862	170	1.47517546016
1862	630	1.0935325086
1862	400	1.42558255708
1862	600	1.05497185714
1862	530	1.13814095642
1862	560	1.10438102091
1862	700	0.916561241958
1862	740	0.435535768812
1862	820	0.415632962845
1862	780	0.413245411164
1862	860	0.366327391692
1862	290	1.45581977756
1862	940	0.292937481488
1862	980	0.253770663234
1879	290	1.33760199431
1879	170	1.41079751437
1879	250	1.41745384332
1879	50	1.37530317765
1879	10	1.47071702546
1879	130	1.34979810531
1879	210	1.39970442656
1879	370	1.33538465831
1879	330	1.34758053496
1862	680	0.897326871702
1879	90	1.39526747139
1879	410	1.26556111899
1862	450	1.33975089074
1879	490	1.18581951228
1879	450	1.19467653485
1879	530	1.11499354285
1862	610	1.05376714138
1862	640	0.957453650669
1862	410	1.33008379101
1862	710	0.467004624098
1879	610	1.03759347039
1862	570	1.14055289154
1862	870	0.365930102945
1862	750	0.418418656646
1862	830	0.384608728977
1879	380	1.37197611739
1879	340	1.32762432122
1862	790	0.405685979836
1862	690	0.476968472823
1862	990	0.235603412518
1879	420	1.39748592888
1862	950	0.29689832831
1879	300	1.32208154789
1879	180	1.45850894054
1879	260	1.3863940451
1879	140	1.43076756134
1879	20	1.42743900007
1879	60	1.41301625118
1879	220	1.40746948349
1879	540	1.13712074785
1879	690	0.903986778764
1879	100	1.42854851077
1879	500	1.17364244302
1879	460	1.23122020676
1862	880	0.346073183012
1879	620	0.983458249261
1862	650	0.947829599111
1862	720	0.447881148969
1879	810	0.376920901138
1879	390	1.28439800001
1862	840	0.35719121967
1879	850	0.34011322296
1879	350	1.37086711793
1879	890	0.305176499558
1862	760	0.416030904852
1879	430	1.24229667319
1879	550	1.07739021578
1862	1000	0.286240845136
1862	800	0.413245411164
1862	960	0.266025629512
1879	970	0.257231844172
1879	190	1.44519233231
1879	310	1.36532227584
1879	270	1.34425425893
1879	150	1.36310441167
1879	30	1.46183830561
1879	230	1.44852135599
1879	70	1.40968816082
1879	700	0.849957628187
1862	890	0.318696517091
1896	40	1.20539181168
1879	510	1.12716282393
1879	110	1.39637669511
1879	470	1.22457490629
1879	400	1.24340438573
1879	360	1.33205873488
1879	630	1.00444484417
1879	820	0.375097617141
1862	730	0.452262763853
1862	850	0.367121986378
1879	440	1.28328985656
1879	560	1.09066008202
1879	860	0.354684661015
1879	900	0.323730248621
1879	980	0.255780916597
1862	770	0.418816631842
1896	160	1.37274644256
1879	0	1.36336641239
1879	200	1.33538465831
1862	970	0.2510046908
1879	320	1.34092807859
1879	280	1.3985951727
1862	810	0.403696950224
1879	160	1.4030322482
1879	40	1.47404669948
1879	240	1.32651574484
1896	240	1.29756909831
1879	80	1.41967269846
1879	710	0.835631549427
1879	520	1.16478737694
1896	320	1.28233632845
1896	50	1.37782767299
1896	280	1.2579682005
1896	360	1.23259050947
1879	120	1.4252200079
1879	480	1.19246220305
1879	640	0.98787598237
1879	830	0.358328751758
1896	400	1.21635196095
1879	990	0.239829194387
1879	870	0.34229842499
1879	910	0.291362281911
1896	480	1.08045875797
1896	250	1.30772540619
1896	520	1.02575360405
1896	170	1.26913626111
1896	840	0.356060272514
1896	920	0.282028743637
1896	680	0.821471227389
1896	880	0.327354979281
1896	640	0.890170628573
1896	720	0.747811259539
1896	760	0.381786016791
1896	290	1.25390736952
1896	800	0.357730102033
1896	600	0.978169930733
1896	330	1.24984669004
1896	370	1.23056055397
1879	720	0.853264147841
1896	60	1.28741369108
1896	1000	0.234479640682
1896	410	1.23969565898
1913	30	1.18973633862
1879	1000	0.238017520191
1879	840	0.356506646211
1913	230	1.26798428142
1896	260	1.27421302532
1879	920	0.281915787836
1913	150	1.22233287523
1913	110	1.23257952741
1913	190	1.21674419627
1879	880	0.349219436624
1896	490	1.07336535651
1896	340	1.24781640735
1896	300	1.27116693896
1896	530	1.05310172447
1896	930	0.278699650435
1896	850	0.336697516829
1913	310	1.21953849991
1896	890	0.322351454446
1896	690	0.759912763715
1896	650	0.903312825797
1896	730	0.735712655139
1896	770	0.365078487734
1896	380	1.2366505369
1896	180	1.32092993612
1896	420	1.21026315607
1896	810	0.360736037513
1896	610	0.989303915617
1913	0	1.24282712834
1896	70	1.33312004959
1913	40	1.24282712834
1896	270	1.28741369108
1913	390	1.21674419627
1913	240	1.2316479742
1896	350	1.25289218542
1896	310	1.28030544748
1913	550	0.941438279442
1913	160	1.29501103141
1913	510	1.031562322
1913	200	1.15778942598
1913	120	1.18880515575
1913	470	1.09200914892
1913	430	1.10596415516
1896	500	1.10985179235
1896	390	1.26913626111
1896	430	1.25492256309
1896	540	1.00752664712
1896	860	0.335362663326
1896	940	0.295017332981
1896	900	0.300681486753
1896	700	0.829549476651
1896	660	0.841668923449
1913	590	0.885745364815
1896	740	0.426269295181
1896	780	0.369087464718
1913	320	1.19532360896
1896	820	0.335696370365
1896	190	1.32194573089
1896	620	0.950848101067
1913	10	1.23816901104
1913	630	0.852351335799
1913	400	1.13481101173
1913	50	1.20060231085
1913	750	0.684740863304
1913	710	0.773575408322
1913	250	1.24562209174
1913	560	0.91080175306
1913	170	1.20743037156
1913	520	1.00089016802
1913	830	0.343316783468
1913	210	1.26425694587
1913	130	1.24841712462
1913	480	1.07712613186
1896	510	1.11289300089
1913	440	1.09666058554
1896	870	0.326687785118
1896	950	0.263393121867
1896	910	0.315348221061
1896	550	1.06019344644
1896	710	0.801280557714
1896	670	0.866925553541
1896	750	0.720593583748
1896	790	0.342371391128
1913	600	0.879250761969
1913	640	0.856988375298
1913	870	0.305962978364
1913	910	0.280582898597
1913	410	1.11154673878
1896	830	0.353722674305
1896	630	0.910390467575
1913	330	1.19904862001
1913	20	1.13822467818
1913	760	0.357414236313
1913	720	0.728213302052
1913	60	1.2204699504
1913	950	0.241809162679
1913	840	0.317898077755
1913	260	1.2055677033
1913	570	1.02040750345
1913	180	1.21674419627
1913	530	0.988810350021
1913	220	1.21860705739
1913	650	0.833806566682
1913	490	1.03992939882
1913	140	1.25587088362
1913	420	1.10875540577
1913	450	1.04922710578
1913	610	0.89595242543
1930	140	1.09870367306
1930	300	1.07056938036
1930	260	1.1319637534
1913	770	0.377652446557
1930	180	1.15755585406
1913	730	0.693062321104
1913	990	0.215906905121
1930	100	1.15584951808
1930	60	1.1295255977
1930	220	1.14817135018
1913	880	0.31575545701
1930	20	1.06679260754
1913	920	0.291587593832
1930	780	0.337354966835
1913	850	0.320653141925
1913	340	1.22419583181
1930	420	1.02540182137
1930	380	1.06630733764
1930	340	1.0782415451
1913	960	0.259201665727
1930	460	1.01943799806
1913	660	0.801366698703
1913	580	0.928439382622
1913	540	0.964656235947
1913	780	0.668102469955
1913	740	0.723586739434
1930	540	0.911311813943
1930	500	1.0296619432
1913	500	1.02133701512
1930	580	0.867083940955
1913	620	0.865335885141
1930	150	1.16523470748
1930	310	1.08676690146
1913	460	1.09759090082
1930	270	1.12428736799
1930	190	1.14817135018
1913	1000	0.219561023072
1913	860	0.299232961946
1930	230	1.08932465671
1930	110	1.18230080496
1930	70	1.08583163184
1930	620	0.883240924024
1913	890	0.300456457689
1930	790	0.348587855855
1913	930	0.256759598248
1930	30	1.11149469464
1930	430	0.995586823052
1930	390	1.10126174389
1930	350	1.10808359289
1930	660	0.754946825293
1913	970	0.24028433293
1930	470	1.00921525278
1930	700	0.746460203189
